NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Vua Sư Tử,The Lion King,2019,PP1h 58m,6.8/10,240K,827,AnimationAdventureDrama,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",Jon Favreau,"WritersJeff Nathanson(screenplay by)Irene Mecchi(based on ""The Lion King"" screenplay by)Jonathan Roberts(based on ""The Lion King"" screenplay by)StarsDonald Glover(voice)Beyoncé(voice)Seth Rogen(voice)",3.1K,388 55
Câu Chuyện Đồ Chơi 4,Toy Story 4,2019,PP1h 40m,7.7/10,243K,979,AnimationAdventureComedy,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Josh Cooley,WritersJohn Lasseter(original story by)Andrew Stanton(original story by)Josh Cooley(original story by)StarsTom Hanks(voice)Tim Allen(voice)Annie Potts(voice),1.4K,396 84
Nữ Hoàng Băng Giá 2,Frozen II,2019,PP1h 43m,6.8/10,167K,"1,525",AnimationAdventureComedy,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",Chris Buck,"DirectorsChris BuckJennifer LeeWritersJennifer Lee(screenplay by)Hans Christian Andersen(story inspired by: ""The Snow Queen"" by)Chris Buck(story by)StarsKristen Bell(voice)Idina Menzel(voice)Josh Gad(voice)",1.4K,291 64
Bí Kíp Luyện Rồng 3: Vùng Đất Bí Ẩn,How to Train Your Dragon: The Hidden World,2019,PP1h 44m,7.4/10,125K,"1,823",AnimationActionAdventure,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",Dean DeBlois,"WritersDean DeBloisCressida Cowell(based upon the ""How to Train Your Dragon"" book series by)StarsJay Baruchel(voice)America Ferrera(voice)F. Murray Abraham(voice)",713,222 71
A Call to Spy,,2019,PG-13PG-132h 3m,6.6/10,7.3K,303,BiographyCrimeDrama,"In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency - SOE - to recruit and train women as spies.",Lydia Dean Pilcher,WriterSarah Megan Thomas(screenplay)StarsSarah Megan ThomasStana KaticRadhika Apte,125,52 65
Người Đàn Ông Ireland,The Irishman,2019,C16C163h 29m,7.8/10,377K,400,BiographyCrimeDrama,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Martin Scorsese,WritersSteven Zaillian(screenplay by)Charles Brandt(based upon the book by)StarsRobert De NiroAl PacinoJoe Pesci,2.9K,456 94
Người Hoả Tiễn,Rocketman,2019,C18C182h 1m,7.3/10,172K,432,BiographyDramaMusical,A musical fantasy about the fantastical human story of Elton John's breakthrough years.,Dexter Fletcher,WriterLee HallStarsTaron EgertonJamie BellRichard Madden,1K,361 69
Quốc Vương,The King,2019,C18C182h 20m,7.2/10,125K,734,BiographyDramaHistory,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",David Michôd,WritersDavid MichôdJoel EdgertonStarsTom Glynn-CarneyGábor CzapTom Fisher,891,133 62
Một Ngày Đẹp Trời Ở Khu Phố,A Beautiful Day in the Neighborhood,2019,C13C131h 49m,7.2/10,78K,985,BiographyDrama,Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,Marielle Heller,"WritersMicah Fitzerman-BlueNoah HarpsterTom Junod(inspired by the article ""Can You Say... Hero?"" by)StarsTom HanksMatthew RhysChris Cooper",707,280 80
Mötley Crüe: Ban Nhạc Tai Tiếng,The Dirt,2019,TV-MATV-MA1h 47m,6.9/10,49K,"1,073",BiographyComedyDrama,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",Jeff Tremaine,WritersRich Wilkes(screenplay)Amanda Adelson(screenplay)Tommy Lee(book)StarsDouglas BoothIwan RheonMachine Gun Kelly,587,77 39
Anh Hùng Richard Jewell,Richard Jewell,2019,RR2h 11m,7.5/10,85K,"1,125",BiographyCrimeDrama,"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.",Clint Eastwood,"WritersBilly RayMarie Brenner(based upon the article ""American Nightmare: The Ballad of Richard Jewell"" by)Kent Alexander(based upon the book ""The Suspect"" by)StarsPaul Walter HauserSam RockwellBrandon Stanley",608,268 68
Tin 'Nóng',Bombshell,2019,C18C181h 49m,6.8/10,113K,"1,244",BiographyDrama,A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,Jay Roach,WriterCharles RandolphStarsCharlize TheronNicole KidmanMargot Robbie,566,288 64
Gia Đình Đại Chiến,Fighting with My Family,2019,PG-13PG-131h 48m,7.1/10,80K,"1,337",BiographyComedyDrama,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,Stephen Merchant,WriterStephen MerchantStarsDwayne JohnsonLena HeadeyVince Vaughn,397,203 68
Cái Giá Của Sự Thật,Dark Waters,2019,PG-13PG-132h 6m,7.6/10,86K,"1,736",BiographyDramaHistory,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,Todd Haynes,"WritersNathaniel Rich(based on The New York Times magazine article ""The Lawyer Who Became DuPont's Worst Nightmare"" by)Mario Correa(screenplay)Matthew Michael Carnahan(screenplay)StarsMark RuffaloAnne HathawayTim Robbins",490,229 73
Kẻ Cuồng Sát Biến Thái,"Extremely Wicked, Shockingly Evil and Vile",2019,RR1h 50m,6.7/10,92K,"1,942",BiographyCrimeDrama,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",Joe Berlinger,"WritersElizabeth Kendall(based on the book ""The Phantom Prince: My Life with Ted Bundy"" by)Michael WerwieStarsLily CollinsZac EfronAngela Sarafyan",690,195 52
Lòng Nhân Từ,Just Mercy,2019,PG-13PG-132h 17m,7.6/10,66K,"1,966",BiographyCrimeDrama,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,Destin Daniel Cretton,WritersDestin Daniel CrettonAndrew LanhamBryan Stevenson(based on the book by)StarsMichael B. JordanJamie FoxxBrie Larson,473,217 68
Ngài Jones,Mr. Jones,2019,2h 21m,6.9/10,12K,"2,426",BiographyDramaThriller,A Welsh journalist breaks the news in the western media of the famine in Ukraine in the early 1930s.,Agnieszka Holland,WriterAndrea Chalupa(story and screenplay by)StarsJames NortonVanessa KirbyPeter Sarsgaard,119,107 68
Curiosa,,2019,1h 47m,5.4/10,2.3K,"2,432",BiographyDramaHistory,"A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier.",Lou Jeunet,WritersLou Jeunet(scenario)Raphaëlle Desplechin(scenario)Pierre Louÿs(letters and photos)StarsNoémie MerlantNiels SchneiderBenjamin Lavernhe,,
Chuyện Ngày Xưa Ở... Hollywood,Once Upon a Time in... Hollywood,2019,C18C182h 41m,7.6/10,703K,47,ComedyDrama,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Quentin Tarantino,WriterQuentin TarantinoStarsLeonardo DiCaprioBrad PittMargot Robbie,5.7K,655 83
Ký Sinh Trùng,Gisaengchung,2019,C18C182h 12m,8.5/10,760K,156,ComedyDramaThriller,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon Ho,WritersBong Joon Ho(story by)Han Jin-won(screenplay by)StarsSong Kang-hoSun-kyun LeeCho Yeo-jeong,3.4K,604 96
Nhóc Jojo,Jojo Rabbit,2019,C13C131h 48m,7.9/10,375K,170,ComedyDramaWar,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,Taika Waititi,WritersChristine Leunens(based upon the book 'Caging Skies' by)Taika Waititi(screenplay by)StarsRoman Griffin DavisThomasin McKenzieScarlett Johansson,1.7K,439 58
Kẻ Đâm Lén,Knives Out,2019,C16C162h 10m,7.9/10,600K,175,ComedyCrimeDrama,"A detective investigates the death of the patriarch of an eccentric, combative family.",Rian Johnson,WriterRian JohnsonStarsDaniel CraigChris EvansAna de Armas,2.8K,487 82
Vũ Nữ Thoát Y,Hustlers,2019,RR1h 50m,6.3/10,99K,368,ComedyCrimeDrama,"Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",Lorene Scafaria,"WritersLorene ScafariaJessica Pressler(inspired by the article published by New York Magazine entitled ""The Hustlers at Scores"" written by)StarsConstance WuJennifer LopezJulia Stiles",656,278 79
"Yes, God, Yes",,2019,RR1h 18m,6.1/10,15K,542,ComedyDrama,"After an innocent AOL chat turns racy, a Catholic teenager in the early 2000s discovers masturbation and struggles to suppress her new urges in the face of eternal damnation.",Karen Maine,WriterKaren MaineStarsNatalia DyerTimothy SimonsWolfgang Novogratz,123,99 71
Aladdin,,2019,PP2h 8m,6.9/10,260K,566,AdventureComedyFamily,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Guy Ritchie,WritersJohn August(screenplay by)Guy Ritchie(screenplay by)StarsWill SmithMena MassoudNaomi Scott,2.4K,364 53
Joker,,2019,C18C182h 2m,8.4/10,1.2M,193,CrimeDramaThriller,A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,Todd Phillips,WritersTodd PhillipsScott SilverBob Kane(based on characters created by)StarsJoaquin PhoenixRobert De NiroZazie Beetz,11.3K,697 59
El Camino: A Breaking Bad Movie,,2019,TV-MATV-MA2h 2m,7.3/10,231K,,ActionCrimeDrama,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.",Vince Gilligan,"WriterVince Gilligan(based on ""Breaking Bad"" by)StarsAaron PaulJonathan BanksMatt Jones",1.8K,153 72
Kim Cương Trong Đá,Uncut Gems,2019,C18C182h 15m,7.4/10,273K,591,CrimeDramaThriller,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",Benny Safdie,DirectorsBenny SafdieJosh SafdieWritersRonald BronsteinJosh SafdieBenny SafdieStarsAdam SandlerJulia FoxIdina Menzel,2.5K,314 91
Sát Thủ John Wick: Chương 3 - Chuẩn Bị Chiến Tranh,John Wick: Chapter 3 - Parabellum,2019,C18C182h 10m,7.4/10,331K,807,ActionCrimeThriller,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",Chad Stahelski,WritersDerek Kolstad(screenplay by)Shay Hatten(screenplay by)Chris Collins(screenplay by)StarsKeanu ReevesHalle BerryIan McShane,2.4K,399 73
Don't F**k with Cats: Hunting an Internet Killer,,2019,TV Mini SeriesTV-MATV-MA3h 7m,8.0/10,52K,"1,775",DocumentaryCrime,A group of online justice seekers track down a guy who posted a video of himself killing kittens.,Deanna Thompson,StarsDeanna ThompsonJohn GreenClaudette Hamlin,,
Our Planet,,2019,TV Mini SeriesTV-GTV-G6h 43m,9.3/10,42K,"2,492",Documentary,"Documentary series focusing on the breadth of the diversity of habitats around the world, from the remote Arctic wilderness and mysterious deep oceans to the vast landscapes of Africa and diverse jungles of South America.",David Attenborough,StarDavid Attenborough,,
Lễ Hội Đẫm Máu,Midsommar,2019,RR2h 28m,7.1/10,297K,78,DramaHorrorMystery,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,Ari Aster,WriterAri AsterStarsFlorence PughJack ReynorVilhelm Blomgren,3.7K,439 72
Gã Hề Ma Quái 2,It Chapter Two,2019,C18C182h 49m,6.5/10,254K,276,DramaFantasyHorror,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",Andy Muschietti,"WritersStephen King(based on the novel ""It"" by)Gary Dauberman(screenplay by)StarsJessica ChastainJames McAvoyBill Hader",2.4K,445 58
Dora và Thành Phố Vàng Mất Tích,Dora and the Lost City of Gold,2019,PP1h 42m,6.1/10,31K,"1,390",ActionAdventureComedy,"Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",James Bobin,WritersNicholas Stoller(screenplay by)Matthew Robinson(screenplay by)Tom Wheeler(story by)StarsIsabela MercedEugenio DerbezMichael Peña,325,137 63
Những Chú Mèo,Cats,2019,PP1h 50m,2.8/10,51K,"1,489",ComedyDramaFamily,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,Tom Hooper,"WritersLee Hall(screenplay by)Tom Hooper(screenplay by)Andrew Lloyd Webber(based on the stage musical ""Cats"")StarsJames CordenJudi DenchJason Derulo",2.1K,253 32
Ánh Sáng Tăm Tối,The Lighthouse,2019,RR1h 49m,7.4/10,207K,603,DramaFantasyHorror,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,Robert Eggers,WritersRobert EggersMax EggersStarsRobert PattinsonWillem DafoeValeriia Karaman,1.5K,443 83
Trò Chơi Kỳ Ảo: Thăng Cấp,Jumanji: The Next Level,2019,C13C132h 3m,6.7/10,243K,711,ActionAdventureComedy,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",Jake Kasdan,WritersJake KasdanJeff PinknerScott RosenbergStarsDwayne JohnsonJack BlackKevin Hart,1K,253 58
Doctor Sleep: Ký Ức Kinh Hoàng,Doctor Sleep,2019,C18C182h 32m,7.3/10,187K,823,DramaFantasyHorror,"Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",Mike Flanagan,WritersMike Flanagan(screenplay by)Stephen King(based upon the novel by)StarsEwan McGregorRebecca FergusonKyliegh Curran,1.7K,383 59
Shazam!,,2019,C13C132h 12m,7.0/10,324K,840,ActionAdventureComedy,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,David F. Sandberg,WritersHenry Gayden(screenplay by)Darren Lemke(story by)Bill Parker(Shazam created by)StarsZachary LeviMark StrongAsher Angel,2.1K,398 71
Trận Chiến Midway,Midway,2019,C16C162h 18m,6.7/10,84K,"1,241",ActionDramaHistory,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",Roland Emmerich,WriterWes TookeStarsEd SkreinPatrick WilsonWoody Harrelson,1.2K,188 47
Tiền Đồn,The Outpost,2019,RR2h 3m,6.8/10,33K,"1,429",ActionDramaHistory,A small team of U.S. soldiers battles against hundreds of Taliban fighters in Afghanistan.,Rod Lurie,"WritersPaul Tamasy(screenplay by)Eric Johnson(screenplay by)Jake Tapper(based on the book ""The Outpost: An Untold Story of American Valor"" written by)StarsScott EastwoodCaleb Landry JonesOrlando Bloom",341,89 71
Giáo Sư Và Kẻ Điên,The Professor and the Madman,2019,Not RatedNot Rated2h 4m,7.2/10,45K,"3,411",BiographyDramaHistory,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",Farhad Safinia,WritersTodd Komarnicki(screenplay by)Farhad Safinia(screenplay by)Simon Winchester(based on the book by)StarsMel GibsonSean PennEddie Marsan,470,73 27
