NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
12 Kỵ Binh Quả Cảm,12 Strong,2018,C18C182h 10m,6.5/10,80K,61,ActionDramaHistory,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",Nicolai Fuglsig,"WritersTed TallyPeter CraigDoug Stanton(based on the book, ""Horse Soldiers"" by)StarsChris HemsworthMichael ShannonMichael Peña",429,169 54
Avengers: Cuộc Chiến Vô Cực,Avengers: Infinity War,2018,C16C162h 29m,8.4/10,1M,108,ActionAdventureSci-Fi,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Anthony Russo,DirectorsAnthony RussoJoe RussoWritersChristopher Markus(screenplay by)Stephen McFeely(screenplay by)Stan Lee(based on the Marvel comics by)StarsRobert Downey Jr.Chris HemsworthMark Ruffalo,4.5K,628 68
Thế Giới Khủng Long: Vương Quốc Sụp Đổ,Jurassic World: Fallen Kingdom,2018,C13C132h 8m,6.1/10,310K,149,ActionAdventureSci-Fi,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",J.A. Bayona,WritersDerek ConnollyColin TrevorrowMichael Crichton(based on characters created by)StarsChris PrattBryce Dallas HowardRafe Spall,1.9K,467 51
Chiến Binh Báo Đen,Black Panther,2018,C16C162h 14m,7.3/10,733K,214,ActionAdventureSci-Fi,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Ryan Coogler,WritersRyan CooglerJoe Robert ColeStan Lee(based on the Marvel comics by)StarsChadwick BosemanMichael B. JordanLupita Nyong'o,3.4K,512 88
Chiến Dịch Overlord,Overlord,2018,RR1h 50m,6.6/10,98K,222,ActionHorrorSci-Fi,A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,Julius Avery,WritersBilly Ray(screenplay by)Mark L. Smith(screenplay by)StarsJovan AdepoWyatt RussellMathilde Ollivier,828,288 60
Nhiệm Vụ Bất Khả Thi: Sụp Đổ,Mission: Impossible - Fallout,2018,C16C162h 27m,7.7/10,326K,307,ActionAdventureThriller,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",Christopher McQuarrie,WritersBruce Geller(based on the television series created by)Christopher McQuarrieStarsTom CruiseHenry CavillVing Rhames,1.7K,473 86
Aquaman: Đế Vương Atlantis,Aquaman,2018,C13C132h 23m,6.8/10,461K,309,ActionAdventureFantasy,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",James Wan,WritersDavid Leslie Johnson-McGoldrick(screenplay by)Will Beall(screenplay by)Geoff Johns(story by)StarsJason MomoaAmber HeardWillem Dafoe,4.4K,464 55
Người Nhện: Vũ Trụ Mới,Spider-Man: Into the Spider-Verse,2018,PP1h 57m,8.4/10,503K,354,AnimationActionAdventure,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",Bob Persichetti,DirectorsBob PersichettiPeter RamseyRodney RothmanWritersPhil Lord(screenplay by)Rodney Rothman(screenplay by)StarsShameik Moore(voice)Jake Johnson(voice)Hailee Steinfeld(voice),2.1K,422 87
Ẩn Thân,Leave No Trace,2018,PGPG1h 49m,7.1/10,59K,144,AdventureDrama,"A father and his thirteen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.",Debra Granik,"WritersDebra Granik(screenplay by)Anne Rosellini(screenplay by)Peter Rock(based on the novel ""My Abandonment"" by)StarsThomasin McKenzieBen FosterJeffery Rifflard",381,201 88
Sinh Vật Huyền Bí: Tội Ác Của Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,C13C132h 14m,6.5/10,277K,311,AdventureFamilyFantasy,"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",David Yates,WriterJ.K. Rowling(based upon characters created by)StarsEddie RedmayneKatherine WaterstonDan Fogler,1.6K,351 52
Vùng Hủy Diệt,Annihilation,2018,RR1h 55m,6.8/10,319K,358,AdventureDramaHorror,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",Alex Garland,WritersAlex Garland(written for the screen by)Jeff VanderMeer(based on the novel by)StarsNatalie PortmanJennifer Jason LeighTessa Thompson,2.1K,452 79
Deadpool 2,,2018,C18C181h 59m,7.7/10,562K,408,ActionAdventureComedy,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",David Leitch,WritersRhett ReesePaul WernickRyan ReynoldsStarsRyan ReynoldsJosh BrolinMorena Baccarin,1.4K,539 66
Gia Đình Siêu Nhân 2,Incredibles 2,2018,PP1h 58m,7.6/10,290K,"1,220",AnimationActionAdventure,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,Brad Bird,WriterBrad BirdStarsCraig T. Nelson(voice)Holly Hunter(voice)Sarah Vowell(voice),1.1K,405 80
Ráp-phờ Đập Phá 2: Phá Đảo Thế Giới Ảo,Ralph Breaks the Internet,2018,PP1h 52m,7.0/10,157K,"2,231",AnimationAdventureComedy,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",Phil Johnston,DirectorsPhil JohnstonRich MooreWritersPhil Johnston(screenplay by)Pamela Ribon(screenplay by)Rich Moore(story by)StarsJohn C. Reilly(voice)Sarah Silverman(voice)Gal Gadot(voice),827,281 71
Đảo Của Những Chú Chó,Isle of Dogs,2018,C13C131h 41m,7.8/10,165K,"2,309",AnimationAdventureComedy,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",Wes Anderson,WritersWes Anderson(story by)Roman Coppola(story by)Jason Schwartzman(story by)StarsBryan Cranston(voice)Koyu Rankin(voice)Edward Norton(voice),477,401 82
Bohemian Rhapsody: Huyền Thoại Ngôi Sao Nhạc Rock,Bohemian Rhapsody,2018,C16C162h 14m,7.9/10,525K,131,BiographyDramaMusic,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",Bryan Singer,WritersAnthony McCarten(story by)Peter Morgan(story by)StarsRami MalekLucy BoyntonGwilym Lee,3.5K,426 49
Cẩm Nang Xanh,Green Book,2018,PG-13PG-132h 10m,8.2/10,472K,668,BiographyComedyDrama,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,WritersNick VallelongaBrian Hayes CurriePeter FarrellyStarsViggo MortensenMahershala AliLinda Cardellini,1.7K,423 69
Quyền Lực Trong Bóng Tối,Vice,2018,RR2h 12m,7.2/10,144K,675,BiographyComedyDrama,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.",Adam McKay,WriterAdam McKayStarsChristian BaleAmy AdamsSteve Carell,791,338 61
Sủng Ái,The Favourite,2018,RR1h 59m,7.5/10,197K,"1,352",BiographyComedyDrama,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",Yorgos Lanthimos,WritersDeborah DavisTony McNamaraStarsOlivia ColmanEmma StoneRachel Weisz,1.2K,448 91
Beautiful Boy,,2018,RR2h,7.3/10,74K,"1,472",BiographyDrama,"Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",Felix van Groeningen,"WritersLuke Davies(screenplay by)Felix van Groeningen(screenplay by)David Sheff(based on the book ""Beautiful Boy"" by)StarsSteve CarellMaura TierneyJack Dylan Grazer",389,235 62
Vị Vua Trái Pháp,Outlaw King,2018,RR2h 1m,6.9/10,71K,"1,680",ActionBiographyDrama,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,David Mackenzie,WritersBathsheba Doran(screenplay by)David Mackenzie(screenplay by)James MacInnes(screenplay by)StarsChris PineStephen DillaneRebecca Robin,490,127 59
Đảng 3K,BlacKkKlansman,2018,RR2h 15m,7.5/10,259K,"1,771",BiographyComedyCrime,"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",Spike Lee,WritersCharlie WachtelDavid RabinowitzKevin WillmottStarsJohn David WashingtonAdam DriverLaura Harrier,948,447 83
Bước Chân Đầu Tiên,First Man,2018,C13C132h 21m,7.3/10,186K,"1,911",BiographyDramaHistory,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",Damien Chazelle,WritersJosh Singer(screenplay by)James R. Hansen(based on the book by)StarsRyan GoslingClaire FoyJason Clarke,1.4K,489 84
Giành Anh Từ Biển,Adrift,2018,C13C131h 36m,6.6/10,56K,"2,313",ActionAdventureBiography,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",Baltasar Kormákur,WritersAaron Kandell(screenplay by)Jordan Kandell(screenplay by)David Branson Smith(screenplay by)StarsShailene WoodleySam ClaflinJeffrey Thomas,326,197 56
Con Nhà Siêu Giàu Châu Á,Crazy Rich Asians,2018,C16C162h,6.9/10,169K,373,ComedyDramaRomance,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",Jon M. Chu,"WritersPeter Chiarelli(screenplay by)Adele Lim(screenplay by)Kevin Kwan(based on the novel ""Crazy Rich Asians"" by)StarsConstance WuHenry GoldingMichelle Yeoh",1.2K,260 74
Phút Kinh Hoàng Tại El Royale,Bad Times at the El Royale,2018,C18C182h 21m,7.1/10,147K,426,CrimeDramaMystery,"Early 1970s. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.",Drew Goddard,WriterDrew GoddardStarsJeff BridgesCynthia ErivoDakota Johnson,1K,319 60
Lời Thỉnh Cầu Bí Ẩn,A Simple Favor,2018,C18C181h 57m,6.8/10,148K,691,ComedyCrimeMystery,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",Paul Feig,WritersDarcey Bell(based upon the novel by)Jessica Sharzer(screenplay by)StarsAnna KendrickBlake LivelyHenry Golding,913,302 67
Đêm Chơi Nhớ Đời,Game Night,2018,C18C181h 40m,6.9/10,232K,768,ActionAdventureComedy,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,John Francis Daley,DirectorsJohn Francis DaleyJonathan GoldsteinWriterMark PerezStarsJason BatemanRachel McAdamsKyle Chandler,663,308 66
Free Solo,,2018,PG-13PG-131h 40m,8.1/10,67K,"3,982",DocumentaryAdventureSport,Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,Jimmy Chin,DirectorsJimmy ChinElizabeth Chai VasarhelyiStarsAlex HonnoldTommy CaldwellJimmy Chin,329,137 83
The Long Road to War,,2018,1h 57m,7.9/10,559,"4,042",Documentary,A month after the assassination of the heir to the Austro-Hungarian throne begins the First World War. But this stake had been prepared decades before.,Milos Skundric,WriterMilos SkundricStarsOleg AirapetovDusan T. BatakovicJean-Paul Bled,,
Wild Wild Country,,2018,TV Mini SeriesTV-MATV-MA6h 43m,8.1/10,30K,"2,025",DocumentaryCrime,"When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal.",Ma Anand Sheela,StarsMa Anand SheelaPhilip ToelkesJane Stork,,
They Shall Not Grow Old,,2018,RR1h 39m,8.2/10,34K,,DocumentaryHistoryWar,A documentary about World War I with never-before-seen footage to commemorate the centennial of the end of the war.,Peter Jackson,StarsThomas Adlam(voice)William Argent(voice)John Ashby(voice),299,125 91
Never Stop Dreaming: The Life and Legacy of Shimon Peres,,2018,TV-14TV-142h 9m,6.2/10,123,,Documentary,"A look back on the life of Nobel Peace Prize winner, Shimon Peres, who served as prime minister of Israel twice and negotiated the 1994 Israel-Jordan peace treaty.",Richard Trank,StarsGeorge W. BushGeorge Clooney(voice)Barack Obama,,
Di Truyền,Hereditary,2018,RR2h 7m,7.3/10,299K,249,DramaHorrorMystery,A grieving family is haunted by tragic and disturbing occurrences.,Ari Aster,WriterAri AsterStarsToni ColletteMilly ShapiroGabriel Byrne,3.6K,503 87
Suspiria,,2018,RR2h 32m,6.7/10,75K,682,DramaFantasyHorror,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",Luca Guadagnino,WritersDario Argento(characters)Daria Nicolodi(characters)David Kajganich(screenplay)StarsChloë Grace MoretzTilda SwintonDoris Hick,706,363 64
Tomb Raider: Huyền Thoại Bắt Đầu,Tomb Raider,2018,C16C161h 59m,6.3/10,212K,857,ActionAdventureFantasy,"Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.",Roar Uthaug,WritersGeneva Robertson-Dworet(screenplay by)Alastair Siddons(screenplay by)Evan Daugherty(story by)StarsAlicia VikanderDominic WestWalton Goggins,1.3K,416 48
Khách Sạn Mumbai: Thảm Sát Kinh Hoàng,Hotel Mumbai,2018,C18C182h 3m,7.6/10,63K,"2,146",ActionDramaHistory,The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,Anthony Maras,WritersJohn ColleeAnthony MarasStarsDev PatelArmie HammerNazanin Boniadi,458,170 62
Thảm Kịch,22 July,2018,RR2h 23m,6.8/10,34K,"2,919",CrimeDramaHistory,"A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.",Paul Greengrass,"WritersPaul GreengrassÅsne Seierstad(based upon the book ""One of Us"" by)StarsAnders Danielsen LieJonas Strand GravliJon Øigarden",211,116 69
Mary Queen of Scots,,2018,RR2h 4m,6.3/10,50K,"3,227",BiographyDramaHistory,"Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.",Josie Rourke,"WritersBeau Willimon(screenplay by)John Guy(based on the book ""Queen of Scots: The True Life of Mary Stuart"" by)StarsSaoirse RonanMargot RobbieJack Lowden",597,236 60
Cá Mập Siêu Bạo Chúa,The Meg,2018,C16C161h 53m,5.6/10,169K,507,ActionHorrorSci-Fi,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,Jon Turteltaub,WritersDean Georgaris(screenplay by)Jon Hoeber(screenplay by)Erich Hoeber(screenplay by)StarsJason StathamBingbing LiRainn Wilson,1.6K,413 46
Vùng Đất Câm Lặng,A Quiet Place,2018,C16C161h 30m,7.5/10,513K,558,DramaHorrorSci-Fi,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",John Krasinski,WritersBryan Woods(screenplay by)Scott Beck(screenplay by)John Krasinski(screenplay by)StarsEmily BluntJohn KrasinskiMillicent Simmonds,3.2K,572 82
Lồng Chim,Bird Box,2018,C18C182h 4m,6.6/10,331K,926,HorrorSci-Fi,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",Susanne Bier,WritersEric Heisserer(screenplay by)Josh Malerman(based on the novel by)StarsSandra BullockTrevante RhodesJohn Malkovich,2.9K,231 51
Vì Sao Vụt Sáng,A Star Is Born,2018,C18C182h 16m,7.6/10,376K,912,DramaMusicRomance,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Bradley Cooper,WritersEric Roth(screenplay by)Bradley Cooper(screenplay by)Will Fetters(screenplay by)StarsLady GagaBradley CooperSam Elliott,2.8K,469 88
Buổi Tiệc Kinh Hoàng,Climax,2018,RR1h 37m,6.9/10,67K,"1,500",DramaHorrorMusic,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",Gaspar Noé,WriterGaspar NoéStarsSofia BoutellaRomain GuillermicSouheila Yacoub,492,286 67
Vox Lux,,2018,RR1h 54m,5.8/10,18K,"3,316",DramaMusic,An unusual set of circumstances brings unexpected success to a pop star.,Brady Corbet,WritersBrady Corbet(story by)Mona Fastvold(story by)StarsNatalie PortmanJude LawStacy Martin,205,197 67
Lords of Chaos,,2018,RR1h 58m,6.6/10,16K,"4,150",BiographyDramaHorror,A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.,Jonas Åkerlund,"WritersDennis Magnusson(screenplay by)Jonas Åkerlund(screenplay by)Michael Moynihan(inspired by ""Lords of Chaos"" written by)StarsRory CulkinEmory CohenJack Kilmer",177,149 48
Hoàn Mỹ,The Perfection,2018,C18C181h 30m,6.1/10,43K,"4,535",DramaHorrorMusic,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",Richard Shepard,WritersRichard ShepardNicole SnyderEric C. CharmeloStarsMarie MaskellAllison WilliamsChristina Jastrzembska,650,119 60
Biên Niên Sử Miền Viễn Tây,The Ballad of Buster Scruggs,2018,C18C182h 13m,7.3/10,144K,"1,042",ComedyDramaMusical,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",Ethan Coen,DirectorsEthan CoenJoel CoenWritersJoel CoenEthan CoenJack London(based on a story by)StarsTim Blake NelsonWillie WatsonClancy Brown,790,245 79
Mamma Mia! Yêu Lần Nữa,Mamma Mia! Here We Go Again,2018,C16C161h 54m,6.6/10,94K,"1,354",ComedyMusicalRomance,"Five years after the events of Mamma Mia! Giai Điệu Hạnh Phúc (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",Ol Parker,WritersOl Parker(story by)Richard Curtis(story by)Catherine Johnson(story by)StarsLily JamesAmanda SeyfriedMeryl Streep,805,255 60
Mary Poppins Trở Lại,Mary Poppins Returns,2018,PP2h 10m,6.7/10,87K,"2,727",AdventureComedyFamily,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.",Rob Marshall,"WritersP.L. Travers(based upon the ""Mary Poppins"" stories by)David Magee(screen story by)Rob Marshall(screen story by)StarsEmily BluntLin-Manuel MirandaBen Whishaw",1.1K,309 66
Năm Mươi Sắc Thái Tự Do,Fifty Shades Freed,2018,RR1h 45m,4.5/10,65K,820,DramaRomanceThriller,"Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.",James Foley,WritersNiall Leonard(screenplay by)E.L. James(based on the novel by)StarsDakota JohnsonJamie DornanEric Johnson,287,185 31
Đấu Trường Ảo,Ready Player One,2018,C13C132h 20m,7.4/10,426K,535,ActionAdventureSci-Fi,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",Steven Spielberg,WritersZak Penn(screenplay by)Ernest Cline(screenplay by)StarsTye SheridanOlivia CookeBen Mendelsohn,2.1K,604 64
Solo: Star Wars Ngoại Truyện,Solo: A Star Wars Story,2018,C13C132h 15m,6.9/10,338K,613,ActionAdventureSci-Fi,"Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.",Ron Howard,WritersJonathan KasdanLawrence KasdanGeorge Lucas(based on characters created by)StarsAlden EhrenreichWoody HarrelsonEmilia Clarke,2.6K,556 62
Venom,,2018,C16C161h 52m,6.6/10,472K,626,ActionAdventureSci-Fi,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",Ruben Fleischer,WritersJeff Pinkner(screenplay by)Scott Rosenberg(screenplay by)Kelly Marcel(screenplay by)StarsTom HardyMichelle WilliamsRiz Ahmed,3.9K,434 35
The Hoist,,2018,6m,7.8/10,32,"4,133",ShortComedyCrime,Two friends struggle to make a small time illicit deal in south east London.,Josef Davies,DirectorsJosef DaviesHenry Leroy-SaltaCallum WoodhouseWritersHenry Leroy-SaltaCallum WoodhouseStarsCallum WoodhouseHenry Leroy-SaltaJoseph Quinn,,
Team Darryl,,2018,Not RatedNot Rated6m,6.7/10,2.7K,,ShortComedySci-Fi,"Fresh off being unseated as the ruler of Sakaar, the Grandmaster makes his way to Earth to start a new life. It's been over a year since Thor left Australia and Darryl has been struggling to pay his rent. Now Darryl needs a new roommate to help make the monthly payments. Unfortunately for Darryl, the Grandmaster was the only one who answered Darryl's ""Roommate Needed""... Read all",Taika Waititi,WriterTaika WaititiStarsJeff GoldblumDaley PearsonZach Campa,,
Skin,,2018,RR21m,7.1/10,5.7K,,ShortDramaThriller,"In a small supermarket in a blue collar town, a black man smiles at a 10-year-old white boy across the checkout aisle. This innocuous moment sends two gangs into a ruthless war that ends with a shocking backlash.",Guy Nattiv,WritersSharon Maymon(original idea)Guy NattivStarsJonathan TuckerDanielle MacdonaldAshley Thomas,,
Tay Đấm Huyền Thoại 2,Creed II,2018,PG-13PG-132h 10m,7.1/10,123K,"1,743",DramaSport,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",Steven Caple Jr.,WritersJuel Taylor(screenplay by)Sylvester Stallone(screenplay by)Sascha Penn(story by)StarsMichael B. JordanSylvester StalloneTessa Thompson,828,296 66
Trận Bóng Kinh Hoàng,Final Score,2018,C18C181h 44m,5.8/10,13K,423,ActionDramaThriller,"After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction.",Scott Mann,WritersDavid T. Lynch(screenplay by)Keith Lynch(screenplay by)Jonathan Frank(screenplay by)StarsMartyn FordGordon AlexanderAlexandra Dinu,202,59 53
The Guernsey Literary and Potato Peel Pie Society,,2018,TV-14TV-142h 4m,7.3/10,46K,"2,064",DramaRomanceWar,"In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.",Mike Newell,WritersDon Roos(screenplay by)Kevin Hood(screenplay by)Thomas Bezucha(screenplay)StarsJessica Brown FindlayTom CourtenayMichiel Huisman,331,112 65
Les frères Sisters,,2018,RR2h 2m,6.9/10,64K,"4,916",CrimeDramaWestern,"Eli and Charlie Sisters, an infamous duo of gunslinging assassins, chase a gold prospector and his unexpected ally in 1850s Oregon.",Jacques Audiard,WritersJacques Audiard(screenplay by)Thomas Bidegain(screenplay by)Patrick DeWitt(based on the book by)StarsJohn C. ReillyJoaquin PhoenixJake Gyllenhaal,372,240 78
Damsel,,2018,RR1h 53m,5.5/10,5.3K,,ComedyDramaWestern,"It's the Wild West, circa 1870. Samuel Alabaster, an affluent pioneer, ventures across the American frontier to marry the love of his life, Penelope. As his group traverses the west, the once-simple journey grows treacherous, blurring the lines between hero, villain and damsel.",David Zellner,DirectorsDavid ZellnerNathan ZellnerWritersDavid ZellnerNathan ZellnerStarsRobert PattinsonMia WasikowskaDavid Zellner,74,81 63
Avengers: Hồi Kết,Avengers: Endgame,2019,C13C133h 1m,8.4/10,1.1M,63,ActionAdventureDrama,"After the devastating events of Avengers: Cuộc Chiến Vô Cực (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",Anthony Russo,DirectorsAnthony RussoJoe RussoWritersChristopher Markus(screenplay by)Stephen McFeely(screenplay by)Stan Lee(based on the Marvel comics by)StarsRobert Downey Jr.Chris EvansMark Ruffalo,9.5K,593 78
Quý Ông Thế Giới Ngầm,The Gentlemen,2019,C18C181h 53m,7.8/10,325K,151,ActionComedyCrime,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,WritersGuy Ritchie(story by)Ivan Atkinson(story by)Marn Davies(story by)StarsMatthew McConaugheyCharlie HunnamMichelle Dockery,1.7K,299 51
Đại Úy Marvel,Captain Marvel,2019,C13C132h 3m,6.8/10,543K,167,ActionAdventureSci-Fi,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,Anna Boden,DirectorsAnna BodenRyan FleckWritersAnna Boden(screenplay by)Ryan Fleck(screenplay by)Geneva Robertson-Dworet(screenplay by)StarsBrie LarsonSamuel L. JacksonBen Mendelsohn,7.4K,543 64
Quỷ Đỏ 3,Hellboy,2019,C18C182h,5.2/10,89K,204,ActionAdventureFantasy,"Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.",Neil Marshall,"WritersAndrew Cosby(screenplay by)Mike Mignola(based on the Dark Horse Comic Book ""Hellboy"" created by)StarsDavid HarbourMilla JovovichIan McShane",1.5K,275 31
Cuộc Đua Lịch Sử,Ford v Ferrari,2019,C16C162h 32m,8.1/10,375K,281,ActionBiographyDrama,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,WritersJez ButterworthJohn-Henry ButterworthJason KellerStarsMatt DamonChristian BaleJon Bernthal,1.5K,352 81
Star Wars: Skywalker Trỗi Dậy,Star Wars: Episode IX - The Rise of Skywalker,2019,C13C132h 21m,6.5/10,438K,288,ActionAdventureFantasy,"In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.",J.J. Abrams,WritersChris Terrio(screenplay by)J.J. Abrams(screenplay by)Derek Connolly(story by)StarsDaisy RidleyJohn BoyegaOscar Isaac,8K,525 53
Thế Chiến 1917,1917,2019,C16C161h 59m,8.2/10,562K,353,ActionDramaWar,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,WritersSam MendesKrysty Wilson-CairnsStarsDean-Charles ChapmanGeorge MacKayDaniel Mays,3.3K,518 78
Người Nhện: Xa Nhà,Spider-Man: Far from Home,2019,C13C132h 9m,7.4/10,472K,389,ActionAdventureSci-Fi,"Following the events of Avengers: Hồi Kết (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",Jon Watts,WritersChris McKennaErik SommersStan Lee(based on the Marvel comic book by)StarsTom HollandSamuel L. JacksonJake Gyllenhaal,2.3K,443 69
Giải Mã Bí Ẩn Ngân Hà,Ad Astra,2019,C13C132h 3m,6.5/10,230K,463,AdventureDramaMystery,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",James Gray,WritersJames GrayEthan GrossStarsBrad PittTommy Lee JonesRuth Negga,3.3K,463 80
